Year Published,Unit Code,Unit Name,Item,,2023-2024,2022-2023,2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2011 Target,2013 Target
FY2024,1B1-LB-LB2-491,Family Medicine,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-491,Family Medicine,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-491,Family Medicine,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-491,Family Medicine,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-515,Surgery,1602,Academic Staff Headcount,,,1,3,3,4,6,7,8,8,,
FY2024,1B1-LB-LB2-515,Surgery,1625,Academic Profnl Headcount,,,0,0,0,0,1,2,2,2,,
FY2024,1B1-LB-LB2-515,Surgery,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-LB-LB2-515,Surgery,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-LB2-515,Surgery,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-515,Surgery,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-515,Surgery,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-515,Surgery,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-515,Surgery,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-515,Surgery,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-LB2-515,Surgery,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-515,Surgery,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-515,Surgery,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-515,Surgery,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-515,Surgery,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-549,Psychiatry,1602,Academic Staff Headcount,,,1,3,3,3,9,5,4,3,,
FY2024,1B1-LB-LB2-549,Psychiatry,1625,Academic Profnl Headcount,,,1,0,0,0,2,2,0,0,,
FY2024,1B1-LB-LB2-549,Psychiatry,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-LB-LB2-549,Psychiatry,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-LB2-549,Psychiatry,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-549,Psychiatry,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-549,Psychiatry,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-549,Psychiatry,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-549,Psychiatry,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-549,Psychiatry,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-LB2-549,Psychiatry,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-549,Psychiatry,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-549,Psychiatry,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-549,Psychiatry,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-549,Psychiatry,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-684,Internal Medicine,1602,Academic Staff Headcount,1,1,2,6,9,10,55,73,73,73,,
FY2024,1B1-LB-LB2-684,Internal Medicine,1625,Academic Profnl Headcount,1,1,1,1,1,1,2,5,5,5,,
FY2024,1B1-LB-LB2-684,Internal Medicine,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-LB-LB2-684,Internal Medicine,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-LB2-684,Internal Medicine,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-684,Internal Medicine,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-684,Internal Medicine,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-684,Internal Medicine,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-684,Internal Medicine,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-684,Internal Medicine,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-LB2-684,Internal Medicine,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-684,Internal Medicine,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-684,Internal Medicine,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-684,Internal Medicine,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-684,Internal Medicine,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-945,Pediatrics,1602,Academic Staff Headcount,,,1,2,2,2,2,3,3,3,,
FY2024,1B1-LB-LB2-945,Pediatrics,1625,Academic Profnl Headcount,,,0,0,0,0,0,0,0,0,,
FY2024,1B1-LB-LB2-945,Pediatrics,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-LB-LB2-945,Pediatrics,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-LB2-945,Pediatrics,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-945,Pediatrics,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-945,Pediatrics,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-945,Pediatrics,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-945,Pediatrics,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-945,Pediatrics,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-LB2-945,Pediatrics,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-945,Pediatrics,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-945,Pediatrics,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-945,Pediatrics,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-945,Pediatrics,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-XXX,Clinical Sciences,1602,Academic Staff Headcount,1,1,9,22,26,28,81,99,100,102,,
FY2024,1B1-LB-LB2-XXX,Clinical Sciences,1625,Academic Profnl Headcount,1,1,4,3,3,3,7,12,12,12,,
FY2024,1B1-LB-LB2-XXX,Clinical Sciences,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-LB-LB2-XXX,Clinical Sciences,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-LB2-XXX,Clinical Sciences,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-XXX,Clinical Sciences,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-XXX,Clinical Sciences,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-XXX,Clinical Sciences,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-XXX,Clinical Sciences,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB2-XXX,Clinical Sciences,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-LB2-XXX,Clinical Sciences,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-XXX,Clinical Sciences,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-XXX,Clinical Sciences,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-XXX,Clinical Sciences,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB2-XXX,Clinical Sciences,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-XXX-XXX,Medicine at UIUC,1602,Academic Staff Headcount,1,2,15,32,41,46,105,125,138,141,,
FY2024,1B1-LB-XXX-XXX,Medicine at UIUC,1625,Academic Profnl Headcount,1,2,9,11,13,14,22,26,28,26,,
FY2024,1B1-LB-XXX-XXX,Medicine at UIUC,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-LB-XXX-XXX,Medicine at UIUC,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-XXX-XXX,Medicine at UIUC,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-XXX-XXX,Medicine at UIUC,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-XXX-XXX,Medicine at UIUC,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-XXX-XXX,Medicine at UIUC,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-XXX-XXX,Medicine at UIUC,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-XXX-XXX,Medicine at UIUC,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-XXX-XXX,Medicine at UIUC,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-XXX-XXX,Medicine at UIUC,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-XXX-XXX,Medicine at UIUC,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-LB-XXX-XXX,Medicine at UIUC,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-XXX-XXX,Medicine at UIUC,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-249,Vet Med College-Wide Prgs,1602,Academic Staff Headcount,7,5,2,2,2,2,0,0,1,1,,
FY2024,1B1-LC-LC0-249,Vet Med College-Wide Prgs,1625,Academic Profnl Headcount,7,4,1,1,1,1,0,0,0,0,,
FY2024,1B1-LC-LC0-249,Vet Med College-Wide Prgs,9520,% Sections using ICES,,545.7,411.8,690.3,,102.9,,134.4,6.3,,,
FY2024,1B1-LC-LC0-249,Vet Med College-Wide Prgs,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-249,Vet Med College-Wide Prgs,9560,Top 10% Faculty,,9,4,1,,15,,19,0,,,
FY2024,1B1-LC-LC0-249,Vet Med College-Wide Prgs,9580,Next 20% Faculty,,17,19,9,,31,,27,0,,,
FY2024,1B1-LC-LC0-249,Vet Med College-Wide Prgs,9600,Middle 40% Faculty,,47,46,51,,38,,24,50,,,
FY2024,1B1-LC-LC0-249,Vet Med College-Wide Prgs,9620,Next 20% Faculty,,19,24,26,,4,,14,0,,,
FY2024,1B1-LC-LC0-249,Vet Med College-Wide Prgs,9640,Bottom 10% Faculty,,9,7,12,,12,,16,50,,,
FY2024,1B1-LC-LC0-249,Vet Med College-Wide Prgs,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-249,Vet Med College-Wide Prgs,9680,Top 10% TA,,0,,0,,78,,50,,,,
FY2024,1B1-LC-LC0-249,Vet Med College-Wide Prgs,9700,Next 20% TA,,20,,0,,22,,33,,,,
FY2024,1B1-LC-LC0-249,Vet Med College-Wide Prgs,9720,Middle 40% TA,,20,,70,,0,,17,,,,
FY2024,1B1-LC-LC0-249,Vet Med College-Wide Prgs,9740,Next 20% TA,,40,,20,,0,,0,,,,
FY2024,1B1-LC-LC0-249,Vet Med College-Wide Prgs,9760,Bottom 10% TA,,20,,10,,0,,0,,,,
FY2024,1B1-LC-LC0-255,Veterinary Teaching Hospital,1602,Academic Staff Headcount,7,4,4,5,6,5,9,9,10,17,,
FY2024,1B1-LC-LC0-255,Veterinary Teaching Hospital,1625,Academic Profnl Headcount,3,3,3,4,5,4,7,7,8,8,,
FY2024,1B1-LC-LC0-255,Veterinary Teaching Hospital,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-LC-LC0-255,Veterinary Teaching Hospital,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-255,Veterinary Teaching Hospital,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-255,Veterinary Teaching Hospital,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-255,Veterinary Teaching Hospital,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-255,Veterinary Teaching Hospital,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-255,Veterinary Teaching Hospital,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-255,Veterinary Teaching Hospital,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-255,Veterinary Teaching Hospital,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-255,Veterinary Teaching Hospital,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-255,Veterinary Teaching Hospital,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-255,Veterinary Teaching Hospital,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-255,Veterinary Teaching Hospital,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-282,Pathobiology,1602,Academic Staff Headcount,34,34,40,41,34,30,30,29,35,33,,
FY2024,1B1-LC-LC0-282,Pathobiology,1625,Academic Profnl Headcount,2,3,6,5,5,3,3,2,5,5,,
FY2024,1B1-LC-LC0-282,Pathobiology,9520,% Sections using ICES,,21.1,6.5,10.3,134.6,353.3,329,260.6,365.7,293.5,,
FY2024,1B1-LC-LC0-282,Pathobiology,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-282,Pathobiology,9560,Top 10% Faculty,,25,0,0,56,21,28,37,33,29,,
FY2024,1B1-LC-LC0-282,Pathobiology,9580,Next 20% Faculty,,0,0,0,15,34,35,37,32,33,,
FY2024,1B1-LC-LC0-282,Pathobiology,9600,Middle 40% Faculty,,50,50,0,18,35,26,23,30,31,,
FY2024,1B1-LC-LC0-282,Pathobiology,9620,Next 20% Faculty,,25,0,67,6,8,6,2,3,7,,
FY2024,1B1-LC-LC0-282,Pathobiology,9640,Bottom 10% Faculty,,0,50,33,6,2,4,0,2,1,,
FY2024,1B1-LC-LC0-282,Pathobiology,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-282,Pathobiology,9680,Top 10% TA,,,,,100,,,,,,,
FY2024,1B1-LC-LC0-282,Pathobiology,9700,Next 20% TA,,,,,0,,,,,,,
FY2024,1B1-LC-LC0-282,Pathobiology,9720,Middle 40% TA,,,,,0,,,,,,,
FY2024,1B1-LC-LC0-282,Pathobiology,9740,Next 20% TA,,,,,0,,,,,,,
FY2024,1B1-LC-LC0-282,Pathobiology,9760,Bottom 10% TA,,,,,0,,,,,,,
FY2024,1B1-LC-LC0-444,Veterinary Medicine Admin,1602,Academic Staff Headcount,20,19,22,26,22,23,29,25,26,24,,
FY2024,1B1-LC-LC0-444,Veterinary Medicine Admin,1625,Academic Profnl Headcount,18,17,20,24,19,21,25,22,23,21,,
FY2024,1B1-LC-LC0-444,Veterinary Medicine Admin,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-LC-LC0-444,Veterinary Medicine Admin,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-444,Veterinary Medicine Admin,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-444,Veterinary Medicine Admin,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-444,Veterinary Medicine Admin,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-444,Veterinary Medicine Admin,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-444,Veterinary Medicine Admin,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-444,Veterinary Medicine Admin,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-444,Veterinary Medicine Admin,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-444,Veterinary Medicine Admin,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-444,Veterinary Medicine Admin,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-444,Veterinary Medicine Admin,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-444,Veterinary Medicine Admin,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-463,Vet Med General,1602,Academic Staff Headcount,,1,,,,,,,,,,
FY2024,1B1-LC-LC0-463,Vet Med General,1625,Academic Profnl Headcount,,0,,,,,,,,,,
FY2024,1B1-LC-LC0-463,Vet Med General,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-LC-LC0-463,Vet Med General,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-463,Vet Med General,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-463,Vet Med General,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-463,Vet Med General,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-463,Vet Med General,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-463,Vet Med General,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-463,Vet Med General,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-463,Vet Med General,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-463,Vet Med General,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-463,Vet Med General,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-463,Vet Med General,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-463,Vet Med General,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-598,Vet Clinical Medicine,1602,Academic Staff Headcount,149,134,129,132,141,122,109,112,104,91,,
FY2024,1B1-LC-LC0-598,Vet Clinical Medicine,1625,Academic Profnl Headcount,2,2,2,3,3,2,1,2,3,3,,
FY2024,1B1-LC-LC0-598,Vet Clinical Medicine,9520,% Sections using ICES,,24.7,20.7,19.3,39.2,198.8,212.9,167.6,102.3,89.6,,
FY2024,1B1-LC-LC0-598,Vet Clinical Medicine,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-598,Vet Clinical Medicine,9560,Top 10% Faculty,,10,6,0,47,46,36,38,34,44,,
FY2024,1B1-LC-LC0-598,Vet Clinical Medicine,9580,Next 20% Faculty,,10,18,13,40,25,34,34,40,32,,
FY2024,1B1-LC-LC0-598,Vet Clinical Medicine,9600,Middle 40% Faculty,,43,41,31,13,23,24,22,19,19,,
FY2024,1B1-LC-LC0-598,Vet Clinical Medicine,9620,Next 20% Faculty,,19,18,25,0,4,5,4,3,4,,
FY2024,1B1-LC-LC0-598,Vet Clinical Medicine,9640,Bottom 10% Faculty,,19,18,31,0,1,1,2,3,1,,
FY2024,1B1-LC-LC0-598,Vet Clinical Medicine,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-598,Vet Clinical Medicine,9680,Top 10% TA,,,,,100,0,50,,,,,
FY2024,1B1-LC-LC0-598,Vet Clinical Medicine,9700,Next 20% TA,,,,,0,100,17,,,,,
FY2024,1B1-LC-LC0-598,Vet Clinical Medicine,9720,Middle 40% TA,,,,,0,0,17,,,,,
FY2024,1B1-LC-LC0-598,Vet Clinical Medicine,9740,Next 20% TA,,,,,0,0,17,,,,,
FY2024,1B1-LC-LC0-598,Vet Clinical Medicine,9760,Bottom 10% TA,,,,,0,0,0,,,,,
FY2024,1B1-LC-LC0-692,Medical District Vet Clinic,1602,Academic Staff Headcount,5,5,4,4,3,3,4,3,3,3,,
FY2024,1B1-LC-LC0-692,Medical District Vet Clinic,1625,Academic Profnl Headcount,0,0,0,0,0,0,0,0,0,0,,
FY2024,1B1-LC-LC0-692,Medical District Vet Clinic,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-LC-LC0-692,Medical District Vet Clinic,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-692,Medical District Vet Clinic,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-692,Medical District Vet Clinic,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-692,Medical District Vet Clinic,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-692,Medical District Vet Clinic,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-692,Medical District Vet Clinic,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-692,Medical District Vet Clinic,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-692,Medical District Vet Clinic,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-692,Medical District Vet Clinic,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-692,Medical District Vet Clinic,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-692,Medical District Vet Clinic,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-692,Medical District Vet Clinic,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-726,Vet Diagnostic Laboratory,1602,Academic Staff Headcount,39,43,54,61,47,43,44,37,34,34,,
FY2024,1B1-LC-LC0-726,Vet Diagnostic Laboratory,1625,Academic Profnl Headcount,25,24,33,40,26,24,24,20,17,17,,
FY2024,1B1-LC-LC0-726,Vet Diagnostic Laboratory,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-LC-LC0-726,Vet Diagnostic Laboratory,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-726,Vet Diagnostic Laboratory,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-726,Vet Diagnostic Laboratory,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-726,Vet Diagnostic Laboratory,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-726,Vet Diagnostic Laboratory,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-726,Vet Diagnostic Laboratory,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-726,Vet Diagnostic Laboratory,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-726,Vet Diagnostic Laboratory,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-726,Vet Diagnostic Laboratory,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-726,Vet Diagnostic Laboratory,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-726,Vet Diagnostic Laboratory,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-726,Vet Diagnostic Laboratory,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-819,"Zoonoses Research, Center for",1602,Academic Staff Headcount,,,,,,,,,,,,
FY2024,1B1-LC-LC0-819,"Zoonoses Research, Center for",1625,Academic Profnl Headcount,,,,,,,,,,,,
FY2024,1B1-LC-LC0-819,"Zoonoses Research, Center for",9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-LC-LC0-819,"Zoonoses Research, Center for",9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-819,"Zoonoses Research, Center for",9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-819,"Zoonoses Research, Center for",9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-819,"Zoonoses Research, Center for",9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-819,"Zoonoses Research, Center for",9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-819,"Zoonoses Research, Center for",9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LC-LC0-819,"Zoonoses Research, Center for",9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-819,"Zoonoses Research, Center for",9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-819,"Zoonoses Research, Center for",9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-819,"Zoonoses Research, Center for",9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-819,"Zoonoses Research, Center for",9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-819,"Zoonoses Research, Center for",9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-873,Comparative Biosciences,1602,Academic Staff Headcount,37,37,36,38,36,35,34,36,32,35,,
FY2024,1B1-LC-LC0-873,Comparative Biosciences,1625,Academic Profnl Headcount,8,7,9,10,7,7,7,9,10,9,,
FY2024,1B1-LC-LC0-873,Comparative Biosciences,9520,% Sections using ICES,,66.7,100,62.5,,60,128.6,55.6,271.4,350,,
FY2024,1B1-LC-LC0-873,Comparative Biosciences,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-873,Comparative Biosciences,9560,Top 10% Faculty,,0,0,0,,50,22,40,11,14,,
FY2024,1B1-LC-LC0-873,Comparative Biosciences,9580,Next 20% Faculty,,0,0,0,,17,33,20,21,24,,
FY2024,1B1-LC-LC0-873,Comparative Biosciences,9600,Middle 40% Faculty,,0,60,20,,17,33,40,42,50,,
FY2024,1B1-LC-LC0-873,Comparative Biosciences,9620,Next 20% Faculty,,25,40,20,,17,11,0,16,5,,
FY2024,1B1-LC-LC0-873,Comparative Biosciences,9640,Bottom 10% Faculty,,75,0,60,,0,0,0,11,7,,
FY2024,1B1-LC-LC0-873,Comparative Biosciences,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-873,Comparative Biosciences,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-873,Comparative Biosciences,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-873,Comparative Biosciences,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-873,Comparative Biosciences,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-873,Comparative Biosciences,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-LC-LC0-888,Veterinary Prog in Agr,1602,Academic Staff Headcount,,,,,,,,,,,,
FY2024,1B1-LC-LC0-888,Veterinary Prog in Agr,1625,Academic Profnl Headcount,,,,,,,,,,,,
FY2024,1B1-LC-LC0-888,Veterinary Prog in Agr,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-LC-LC0-888,Veterinary Prog in Agr,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LC-LC0-888,Veterinary Prog in Agr,9560,Top 10% Faculty,,,,,,,,,,,,
